startIp,endIp,continent,countryCode,country,state,city,zip,timezone,isDst,latitude,longitude,accuracy,sources
1.2.239.0,1.2.239.255,AS,TH,Thailand,Chiang Mai,Mae Ai,50360,Asia/Jakarta,0,20.02883,99.29833,1.2,tp1
1.2.240.0,1.2.240.255,AS,TH,Thailand,Kamphaeng Phet,Thung Sai,62000,Asia/Jakarta,0,16.31489,99.83267,1.2,tp1
1.2.241.0,1.2.241.255,AS,TH,Thailand,Phitsanulok,Phitsanulok,65000,Asia/Jakarta,0,16.82481,100.25858,1.5,tp1;tp2
1.2.242.0,1.2.242.255,AS,TH,Thailand,Kamphaeng Phet,Kamphaeng Phet,62110,Asia/Jakarta,0,16.48365,99.52164,1.2,tp1
1.2.243.0,1.2.243.255,AS,TH,Thailand,Uttaradit,Uttaradit,53140,Asia/Jakarta,0,17.62557,100.09421,1.5,tp1;tp2
1.2.244.0,1.2.244.255,AS,TH,Thailand,Chai Nat,Chai Nat,17000,Asia/Jakarta,0,15.18636,100.12353,1.5,tp1;tp2
1.2.245.0,1.2.245.255,AS,TH,Thailand,Chai Nat,Sapphaya,17150,Asia/Jakarta,0,15.14616,100.24215,1.2,tp1
1.2.246.0,1.2.246.255,AS,TH,Thailand,Tak,Mae Sot,63110,Asia/Jakarta,0,16.71667,98.56667,1.2,tp1
1.2.247.0,1.2.247.255,AS,TH,Thailand,Phitsanulok,Nakhon Thai,65120,Asia/Jakarta,0,17.10056,100.83739,1.2,tp1
1.2.248.0,1.2.248.255,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.2,tp1
1.2.249.0,1.2.249.255,AS,TH,Thailand,Chon Buri,Chon Buri,20160,Asia/Jakarta,0,13.3622,100.98345,1.2,tp1
1.2.250.0,1.2.255.255,AS,TH,Thailand,Bangkok,Lak Si,10220,Asia/Jakarta,0,13.8872,100.579,1.2,tp2
1.3.0.0,1.3.255.255,AS,CN,China,Guangdong,Guangzhou,510000,Asia/Shanghai,0,23.12736,113.26457,1.3,tp1;tp2
1.4.0.0,1.4.0.255,OC,AU,Australia,Queensland,Brisbane,4000,Australia/Brisbane,0,-27.46754,153.02809,1.2,tp1
1.4.1.0,1.4.3.255,AS,CN,China,Fujian,Fuzhou,350000,Asia/Shanghai,0,26.06139,119.30611,1.1,tp1
1.4.4.0,1.4.4.255,AS,CN,China,Beijing,Beijing,100000,Asia/Shanghai,0,39.9075,116.3971,1.5,tp1;tp2
1.4.5.0,1.4.7.255,AS,CN,China,Fujian,Fuzhou,350000,Asia/Shanghai,0,26.06139,119.30611,1.1,tp1
1.4.8.0,1.4.127.255,AS,CN,China,Guangdong,Guangzhou,510000,Asia/Shanghai,0,23.12736,113.26457,1.3,tp1;tp2
1.4.128.0,1.4.128.255,AS,TH,Thailand,Nakhon Phanom,Ban Phaeng,48140,Asia/Jakarta,0,17.96507,104.21534,1.2,tp1
1.4.129.0,1.4.129.255,AS,TH,Thailand,Roi Et,Chiang Khwan,45110,Asia/Jakarta,0,16.16328,103.75359,1.2,tp1
1.4.130.0,1.4.130.255,AS,TH,Thailand,Nong Khai,Fao Rai,43120,Asia/Jakarta,0,18.01792,103.30388,1.2,tp1
1.4.131.0,1.4.131.255,AS,TH,Thailand,Udon Thani,Kut Chap,,Asia/Jakarta,0,17.4257,102.56692,1.2,tp1
1.4.132.0,1.4.132.255,AS,TH,Thailand,Khon Kaen,Nong Ruea,40210,Asia/Jakarta,0,16.49333,102.43339,1.2,tp1
1.4.133.0,1.4.133.255,AS,TH,Thailand,Udon Thani,Kut Chap,,Asia/Jakarta,0,17.4257,102.56692,1.2,tp1
1.4.134.0,1.4.134.255,AS,TH,Thailand,Sakon Nakhon,Wanon Niwat,47120,Asia/Jakarta,0,17.63391,103.75241,1.2,tp1
1.4.135.0,1.4.135.255,AS,TH,Thailand,Udon Thani,Kut Chap,,Asia/Jakarta,0,17.4257,102.56692,1.2,tp1
1.4.136.0,1.4.136.255,AS,TH,Thailand,Sakon Nakhon,Warichaphum,47150,Asia/Jakarta,0,17.29409,103.63816,1.2,tp1
1.4.137.0,1.4.137.255,AS,TH,Thailand,Loei,Phu Luang,42230,Asia/Jakarta,0,17.1392,101.66392,1.2,tp1
1.4.138.0,1.4.138.255,AS,TH,Thailand,Nakhon Phanom,Si Songkhram,48150,Asia/Jakarta,0,17.62745,104.2507,1.2,tp1
1.4.139.0,1.4.139.255,AS,TH,Thailand,Mukdahan,Don Tan,49120,Asia/Jakarta,0,16.31697,104.92,1.5,tp1;tp2
1.4.140.0,1.4.143.255,AS,TH,Thailand,Bangkok,Lak Si,10220,Asia/Jakarta,0,13.8983,100.582,1.1,tp2
1.4.144.0,1.4.144.255,AS,TH,Thailand,Bangkok,Lat Phrao,10240,Asia/Jakarta,0,13.8034,100.607,1.2,tp2
1.4.145.0,1.4.145.255,AS,TH,Thailand,Pathum Thani,Lat Lum Kaeo,12140,Asia/Jakarta,0,14.03728,100.40486,1.2,tp1
1.4.146.0,1.4.146.255,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.2,tp1
1.4.147.0,1.4.147.255,AS,TH,Thailand,Pathum Thani,Ban Bang Kadi,39270,Asia/Jakarta,0,13.98333,100.61667,1.2,tp1
1.4.148.0,1.4.148.255,AS,TH,Thailand,Nonthaburi,Bang Bua Thong,11110,Asia/Jakarta,0,13.9178,100.424,1.2,tp2
1.4.149.0,1.4.149.255,AS,TH,Thailand,Bangkok,Min Buri,10510,Asia/Jakarta,0,13.8362,100.735,1.2,tp2
1.4.150.0,1.4.150.255,AS,TH,Thailand,Pathum Thani,Ban Bang Kadi,39270,Asia/Jakarta,0,13.99904,100.54962,1.2,tp1
1.4.151.0,1.4.151.255,AS,TH,Thailand,Pathum Thani,Lat Lum Kaeo,12140,Asia/Jakarta,0,14.03728,100.40486,1.2,tp1
1.4.152.0,1.4.152.255,AS,TH,Thailand,Sakon Nakhon,Phanna Nikhom,47130,Asia/Jakarta,0,17.35245,103.85032,1.2,tp1
1.4.153.0,1.4.153.255,AS,TH,Thailand,Nong Khai,Nong Khai,43110,Asia/Jakarta,0,17.87847,102.742,1.5,tp1;tp2
1.4.154.0,1.4.154.255,AS,TH,Thailand,Nong Khai,Sangkhom,,Asia/Jakarta,0,18.06389,102.27364,1.2,tp1
1.4.155.0,1.4.155.255,AS,TH,Thailand,Khon Kaen,Sam Sung,44160,Asia/Jakarta,0,16.5432,103.07992,1.5,tp1;tp2
1.4.156.0,1.4.156.255,AS,TH,Thailand,Narathiwat,Su-ngai Padi,96140,Asia/Jakarta,0,6.0857,101.87959,1.2,tp1
1.4.157.0,1.4.157.255,AS,TH,Thailand,Rayong,Rayong,21000,Asia/Jakarta,0,12.68081,101.25769,1.2,tp1
1.4.158.0,1.4.158.255,AS,TH,Thailand,Phayao,Phayao,56000,Asia/Jakarta,0,19.19203,99.87883,1.2,tp1
1.4.159.0,1.4.159.255,AS,TH,Thailand,Narathiwat,Narathiwat,96130,Asia/Jakarta,0,6.42639,101.82308,1.2,tp1
1.4.160.0,1.4.160.255,AS,TH,Thailand,Pathum Thani,Thanyaburi,12150,Asia/Jakarta,0,14.0211,100.734,1.2,tp2
1.4.161.0,1.4.161.255,AS,TH,Thailand,Nonthaburi,Pak Kret,11120,Asia/Jakarta,0,13.9118,100.498,1.2,tp2
1.4.162.0,1.4.162.255,AS,TH,Thailand,Pathum Thani,Thanyaburi,12150,Asia/Jakarta,0,14.0211,100.734,1.2,tp2
1.4.163.0,1.4.163.255,AS,TH,Thailand,Bangkok,Lak Si,10220,Asia/Jakarta,0,13.8872,100.579,1.2,tp2
1.4.164.0,1.4.164.255,AS,TH,Thailand,Bangkok,Wang Thonglang,10240,Asia/Jakarta,0,13.7855,100.612,1.2,tp2
1.4.165.0,1.4.165.255,AS,TH,Thailand,Nonthaburi,Bang Bua Thong,11110,Asia/Jakarta,0,13.9178,100.424,1.2,tp2
1.4.166.0,1.4.166.255,AS,TH,Thailand,Samut Prakan,Phra Pradaeng,10130,Asia/Jakarta,0,13.65831,100.53348,1.2,tp1
1.4.167.0,1.4.167.255,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.2,tp1
1.4.168.0,1.4.168.255,AS,TH,Thailand,Pathum Thani,Ban Bang Kadi,39270,Asia/Jakarta,0,13.98333,100.61667,1.2,tp1
1.4.169.0,1.4.169.255,AS,TH,Thailand,Bangkok,Sai Mai,10220,Asia/Jakarta,0,13.9207,100.646,1.2,tp2
1.4.170.0,1.4.170.255,AS,TH,Thailand,Pathum Thani,Ban Lam Luk Ka,12150,Asia/Jakarta,0,13.9774,100.778,1.2,tp2
1.4.171.0,1.4.171.255,AS,TH,Thailand,Samut Prakan,Bang Phli,10540,Asia/Jakarta,0,13.6068,100.712,1.2,tp2
1.4.172.0,1.4.172.255,AS,TH,Thailand,Bangkok,Sai Mai,10220,Asia/Jakarta,0,13.9207,100.646,1.2,tp2
1.4.173.0,1.4.173.255,AS,TH,Thailand,Bangkok,Min Buri,10510,Asia/Jakarta,0,13.8362,100.735,1.2,tp2
1.4.174.0,1.4.174.255,AS,TH,Thailand,Pathum Thani,Lam Luk Ka,12150,Asia/Jakarta,0,13.93226,100.74937,1.2,tp1
1.4.175.0,1.4.175.255,AS,TH,Thailand,Nonthaburi,Mueang Nonthaburi,10250,Asia/Jakarta,0,13.86075,100.51477,1.2,tp1
1.4.176.0,1.4.176.255,AS,TH,Thailand,Nong Khai,Nong Khai,43110,Asia/Jakarta,0,17.87847,102.742,1.2,tp1
1.4.177.0,1.4.177.255,AS,TH,Thailand,Khon Kaen,Ban Phai,40110,Asia/Jakarta,0,16.05997,102.73097,1.2,tp1
1.4.178.0,1.4.178.255,AS,TH,Thailand,Nong Khai,Nong Khai,43110,Asia/Jakarta,0,17.87847,102.742,1.5,tp1;tp2
1.4.179.0,1.4.179.255,AS,TH,Thailand,Sakon Nakhon,Phanna Nikhom,47130,Asia/Jakarta,0,17.35245,103.85032,1.5,tp1;tp2
1.4.180.0,1.4.180.255,AS,TH,Thailand,Nong Khai,Rattanawapi,43190,Asia/Jakarta,0,18.21365,103.17967,1.5,tp1;tp2
1.4.181.0,1.4.181.255,AS,TH,Thailand,Kalasin,Somdet,46150,Asia/Jakarta,0,16.70462,103.74934,1.5,tp1;tp2
1.4.182.0,1.4.182.255,AS,TH,Thailand,Khon Kaen,Khon Kaen,40270,Asia/Jakarta,0,16.44671,102.833,1.2,tp1
1.4.183.0,1.4.183.255,AS,TH,Thailand,Sakon Nakhon,Sakon Nakhon,47260,Asia/Jakarta,0,17.16116,104.14725,1.5,tp1;tp2
1.4.184.0,1.4.184.255,AS,TH,Thailand,Kalasin,Somdet,46150,Asia/Jakarta,0,16.70462,103.74934,1.5,tp1;tp2
1.4.185.0,1.4.185.255,AS,TH,Thailand,Buriram,Ban Mai Chaiyaphot,30180,Asia/Jakarta,0,15.57361,102.83331,1.2,tp1
1.4.186.0,1.4.186.255,AS,TH,Thailand,Roi Et,Mueang Suang,45220,Asia/Jakarta,0,15.82192,103.72884,1.5,tp1;tp2
1.4.187.0,1.4.187.255,AS,TH,Thailand,Sakon Nakhon,Akat Amnuai,48180,Asia/Jakarta,0,17.59639,103.9816,1.2,tp1
1.4.188.0,1.4.188.255,AS,TH,Thailand,Nong Khai,Nong Khai,43110,Asia/Jakarta,0,17.8785,102.742,1.5,tp1;tp2
1.4.189.0,1.4.189.255,AS,TH,Thailand,Roi Et,Roi Et,45000,Asia/Jakarta,0,16.0567,103.653,1.2,tp2
1.4.190.0,1.4.190.255,AS,TH,Thailand,Udon Thani,Sang Khom,43120,Asia/Jakarta,0,17.82649,103.09262,1.2,tp1
1.4.191.0,1.4.191.255,AS,TH,Thailand,Roi Et,Selaphum,45110,Asia/Jakarta,0,16.02992,103.93826,1.2,tp1
1.4.192.0,1.4.193.9,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.1,tp1
1.4.193.10,1.4.193.255,AS,TH,Thailand,Samut Prakan,Phra Samut Chedi,10270,Asia/Jakarta,0,13.6022,100.572,1.2,tp2
1.4.194.0,1.4.194.255,AS,TH,Thailand,Bangkok,Lak Si,10220,Asia/Jakarta,0,13.8983,100.582,1.2,tp2
1.4.195.0,1.4.195.255,AS,TH,Thailand,Si Sa Ket,Mueang Chan,33210,Asia/Jakarta,0,15.16458,104.05286,1.5,tp1;tp2
1.4.196.0,1.4.196.255,AS,TH,Thailand,Surin,Rattanaburi,33220,Asia/Jakarta,0,15.31788,103.84859,1.2,tp1
1.4.197.0,1.4.197.255,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.2,tp1
1.4.198.0,1.4.198.255,AS,TH,Thailand,Phuket,Thalang,83110,Asia/Jakarta,0,8.0317,98.33408,1.2,tp1
1.4.199.0,1.4.199.255,AS,TH,Thailand,Yasothon,Thai Charoen,35150,Asia/Jakarta,0,16.06645,104.44018,1.2,tp1
1.4.200.0,1.4.200.255,AS,TH,Thailand,Chachoengsao,Chachoengsao,24140,Asia/Jakarta,0,13.6882,101.07156,1.5,tp1;tp2
1.4.201.0,1.4.201.255,AS,TH,Thailand,Chon Buri,Pattaya,76130,Asia/Jakarta,0,12.93301,100.88408,1.2,tp1
1.4.202.0,1.4.202.255,AS,TH,Thailand,Chanthaburi,Khao Khitchakut,34260,Asia/Jakarta,0,12.80481,102.11514,1.2,tp1
1.4.203.0,1.4.203.255,AS,TH,Thailand,Rayong,Klaeng,21110,Asia/Jakarta,0,12.77972,101.64831,1.2,tp1
1.4.204.0,1.4.205.255,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.1,tp1
1.4.206.0,1.4.206.255,AS,TH,Thailand,Roi Et,Suwannaphum,45130,Asia/Jakarta,0,15.60348,103.80207,1.2,tp1
1.4.207.0,1.4.207.255,AS,TH,Thailand,Satun,La-ngu,91110,Asia/Jakarta,0,6.88492,99.78836,1.2,tp1
1.4.208.0,1.4.208.255,AS,TH,Thailand,Bangkok,Din Daeng,10800,Asia/Jakarta,0,13.79037,100.57013,1.5,tp1;tp2
1.4.209.0,1.4.211.255,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.1,tp1
1.4.212.0,1.4.212.255,AS,TH,Thailand,Samut Prakan,Bang Bo District,10560,Asia/Jakarta,0,13.58333,100.81667,1.2,tp1
1.4.213.0,1.4.213.255,AS,TH,Thailand,Bangkok,Khan Na Yao,10240,Asia/Jakarta,0,13.8256,100.677,1.2,tp2
1.4.214.0,1.4.214.255,AS,TH,Thailand,Bangkok,Lak Si,10220,Asia/Jakarta,0,13.8983,100.582,1.2,tp2
1.4.215.0,1.4.215.255,AS,TH,Thailand,Samut Prakan,Bang Phli,10540,Asia/Jakarta,0,13.6068,100.712,1.2,tp2
1.4.216.0,1.4.216.255,AS,TH,Thailand,Bangkok,Lak Si,10220,Asia/Jakarta,0,13.8983,100.582,1.2,tp2
1.4.217.0,1.4.217.255,AS,TH,Thailand,Phang Nga,Kapong,82000,Asia/Jakarta,0,8.69697,98.40914,1.2,tp1
1.4.218.0,1.4.219.255,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.1,tp1
1.4.220.0,1.4.220.255,AS,TH,Thailand,Nakhon Pathom,Nakhon Pathom,73000,Asia/Jakarta,0,13.8196,100.04427,1.2,tp1
1.4.221.0,1.4.221.255,AS,TH,Thailand,Prachuap Khiri Khan,Prachuap Khiri Khan,77000,Asia/Jakarta,0,11.82098,99.7841,1.5,tp1;tp2
1.4.222.0,1.4.223.255,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.1,tp1
1.4.224.0,1.4.224.255,AS,TH,Thailand,Nong Bua Lamphu,Non Sang,39140,Asia/Jakarta,0,16.8687,102.56642,1.2,tp1
1.4.225.0,1.4.225.255,AS,TH,Thailand,Udon Thani,Udon Thani,,Asia/Jakarta,0,17.4157,102.786,1.2,tp2
1.4.226.0,1.4.226.255,AS,TH,Thailand,Bueng Kan,Bueng Kan,43140,Asia/Jakarta,0,18.363,103.652,1.2,tp2
1.4.227.0,1.4.227.255,AS,TH,Thailand,Loei,Phu Ruea,42160,Asia/Jakarta,0,17.4538,101.362,1.2,tp2
1.4.228.0,1.4.228.255,AS,TH,Thailand,Khon Kaen,Khon Kaen,40270,Asia/Jakarta,0,16.44671,102.833,1.2,tp1
1.4.229.0,1.4.229.255,AS,TH,Thailand,Loei,Phu Ruea,42160,Asia/Jakarta,0,17.4538,101.36231,1.5,tp1;tp2
1.4.230.0,1.4.230.255,AS,TH,Thailand,Loei,Wang Saphung,42130,Asia/Jakarta,0,17.301,101.769,1.2,tp2
1.4.231.0,1.4.231.255,AS,TH,Thailand,Mukdahan,Khamcha-i,49110,Asia/Jakarta,0,16.5776,104.42,1.2,tp2
1.4.232.0,1.4.232.255,AS,TH,Thailand,Loei,Phu Ruea,42160,Asia/Jakarta,0,17.4538,101.36231,1.5,tp1;tp2
1.4.233.0,1.4.233.255,AS,TH,Thailand,Kalasin,Tha Khantho,46190,Asia/Jakarta,0,16.93953,103.24586,1.2,tp1
1.4.234.0,1.4.234.47,AS,TH,Thailand,Nong Bua Lamphu,Na Wang,39170,Asia/Jakarta,0,17.3244,102.078,1.1,tp2
1.4.234.48,1.4.234.255,AS,TH,Thailand,Udon Thani,Non Sa-at,40280,Asia/Jakarta,0,16.9791,102.894,1.2,tp2
1.4.235.0,1.4.235.255,AS,TH,Thailand,Bueng Kan,Seka,43150,Asia/Jakarta,0,17.9285,103.955,1.2,tp2
1.4.236.0,1.4.236.255,AS,TH,Thailand,Nong Bua Lamphu,Non Sang,39140,Asia/Jakarta,0,16.8687,102.56642,1.2,tp1
1.4.237.0,1.4.237.127,AS,TH,Thailand,Loei,Phu Ruea,42160,Asia/Jakarta,0,17.4538,101.362,1.1,tp2
1.4.237.128,1.4.237.143,AS,TH,Thailand,Loei,Chiang Khan,42110,Asia/Jakarta,0,17.8938,101.66,1.2,tp2
1.4.237.144,1.4.239.15,AS,TH,Thailand,Mukdahan,Mukdahan,49000,Asia/Jakarta,0,16.54531,104.72351,1.1,tp1
1.4.239.16,1.4.239.255,AS,TH,Thailand,Bueng Kan,Si Wilai,43140,Asia/Jakarta,0,18.1819,103.748,1.2,tp2
1.4.240.0,1.4.240.255,AS,TH,Thailand,Ranong province,Ranong,85000,Asia/Jakarta,0,9.96583,98.63476,1.5,tp1;tp2
1.4.241.0,1.4.241.255,AS,TH,Thailand,Surat Thani,Ko Samui,84140,Asia/Jakarta,0,9.53567,99.93567,1.2,tp1
1.4.242.0,1.4.242.255,AS,TH,Thailand,Ranong province,Kapoe,85120,Asia/Jakarta,0,9.58522,98.59611,1.5,tp1;tp2
1.4.243.0,1.4.243.255,AS,TH,Thailand,Nakhon Si Thammarat,Nakhon Si Thammarat,80230,Asia/Jakarta,0,8.43333,99.96667,1.2,tp1
1.4.244.0,1.4.244.255,AS,TH,Thailand,Phang Nga,Kapong,82000,Asia/Jakarta,0,8.69697,98.40914,1.2,tp1
1.4.245.0,1.4.245.255,AS,TH,Thailand,Ranong province,Kra Buri,85110,Asia/Jakarta,0,10.40429,98.77266,1.2,tp1
1.4.246.0,1.4.246.255,AS,TH,Thailand,Ranong province,La-Un,85130,Asia/Jakarta,0,10.1165,98.75,1.2,tp2
