ipVersion,startIp,endIp,datacenter,domain
6,2001:978:2:42:0:0:19:0,2001:978:2:42:0:0:19:ffff,DataWeb Global Group B.V.,datawebglobal.com
6,2a0a:4940:b:0:0:0:0:0,2a0a:4940:b:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:a2c9:0:0:0:0:0,2a0a:4940:a2c9:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:c485:0:0:0:0:0,2a0a:4940:c485:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:6d9f:0:0:0:0:0,2a0a:4940:6d9f:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:4df8:0:0:0:0:0,2a0a:4940:4df8:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:2dc:0:0:0:0:0,2a0a:4940:2dc:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:fd6e:0:0:0:0:0,2a0a:4940:fd6e:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:397e:0:0:0:0:0,2a0a:4940:397e:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2404:2580:0:0:0:0:0:0,2404:2580:ffff:ffff:ffff:ffff:ffff:ffff,Planet Communications Asia Public Company Limited,www.planetcomm.com
6,2001:1520:1:200:0:0:0:13c,2001:1520:1:200:0:0:0:13c,Host Europe,www.hosteurope.de
6,2a0a:4940:841e:0:0:0:0:0,2a0a:4940:841e:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:5a55:0:0:0:0:0,2a0a:4940:5a55:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a13:d702:0:0:0:0:0:0,2a13:d702:ffff:ffff:ffff:ffff:ffff:ffff,RapidSeedbox Ltd,www.rapidseedbox.com
6,2a01:7b8:2012:bb0d:0:0:0:0,2a01:7b8:2012:bb0d:ffff:ffff:ffff:ffff,Tagadab Ltd,tagadab.com
6,2a04:a440:0:0:0:0:0:0,2a04:a440:ffff:ffff:ffff:ffff:ffff:ffff,Babble Cloud (NTE) Limited,ntelimited.com
6,2a0a:4940:260a:0:0:0:0:0,2a0a:4940:260a:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2400:8500:1301:816:0:0:0:0,2400:8500:1301:816:ffff:ffff:ffff:ffff,"GMO Internet Group, Inc.",www.gmo.jp
